id,gen,ht,wt,imb,age,cirw,cirth,cirn
1452,0,178,97,30615,38,105,106,44
1453,1,157,60,24342,47,70,97,34
1454,1,168,61,21613,54,77,95,36
1455,1,170,72,24913,47,82,106,34
1456,1,160,47,18359,29,62,76,26
1457,1,164,56,20821,25,71,95,33
1458,1,164,66,24539,60,81,104,34
1459,1,173,62,20716,39,65,107,27
1460,1,155,54,22477,44,66,90,31
1461,1,174,53,17506,24,62,97,30
1462,1,160,50,19531,25,62,86,25
1463,1,164,66,24539,50,87,102,34
1464,1,162,75,28578,25,86,108,36
1465,1,164,64,23795,34,78,105,34
1466,1,174,94,31048,50,94,117,32
1467,0,191,110,30153,35,107,120,46
1468,1,169,75,26260,48,86,111,40
1469,1,162,86,32769,58,112,118,38
1470,1,158,77,30844,56,97,110,40
1471,1,167,57,20438,35,67,96,34
1472,1,168,75,26573,54,90,110,31
1473,1,174,63,20809,23,70,97,34
1474,1,174,60,19818,26,67,96,36
1475,1,170,61,21107,31,76,95,34
1476,1,168,94,33305,35,94,127,35
1477,1,165,60,22039,37,69,101,35
1478,1,158,54,21631,30,70,94,32
1479,1,162,64,24387,45,75,106,36
1480,1,162,58,22100,31,67,83,27
1481,1,165,64,23508,30,81,94,36
1482,1,175,98,32000,28,96,117,37
1483,1,166,68,24677,31,82,107,38
1484,1,172,71,23999,45,80,102,35
1485,1,157,86,34890,48,111,125,40
1486,1,158,46,18427,27,64,88,32
1487,1,166,70,25403,54,89,111,39
1488,1,169,74,25909,26,83,111,38
1489,1,168,74,26219,40,84,109,40
1490,0,191,69,18914,23,72,100,39
1491,1,161,78,30091,57,80,110,30
1492,1,168,66,23384,28,73,98,34
1493,1,168,65,23030,33,70,99,32
1494,1,161,79,30477,39,85,111,37
1495,1,184,100,29537,43,90,139,40
1496,1,170,105,36332,29,103,120,37
1497,1,159,54,21360,45,64,96,30
1498,1,164,102,37924,45,102,110,36
1499,0,178,79,24934,22,81,102,40
1500,1,167,66,23665,55,70,103,33
1501,1,168,75,26573,51,83,105,30
1502,1,167,58,20797,30,69,97,33
1503,1,164,56,20821,41,70,95,35
1504,1,173,73,24391,48,82,101,35
1505,0,169,78,27310,37,81,104,36
1506,1,158,55,22032,31,72,93,34
1507,1,167,71,25458,35,84,104,36
1508,1,157,84,34078,52,102,108,40
1509,1,159,50,19778,48,64,88,32
1510,1,168,52,18424,36,62,93,34
1511,1,168,66,23384,33,71,97,28
1512,1,163,59,22206,29,65,93,33
1513,1,160,49,19141,24,68,91,32
1514,1,160,80,31250,41,91,117,38
1515,1,172,72,24337,36,79,104,37
1516,0,170,66,22837,48,86,97,32
1517,1,164,55,20449,34,70,95,34
1518,1,163,66,24841,36,69,110,33
1519,1,164,54,20077,29,67,100,34
1520,1,156,90,36982,61,95,131,39
1521,1,170,70,24221,37,74,98,30
1522,1,170,80,27682,53,88,111,39
1523,1,158,91,36452,47,96,116,42
1524,1,162,92,35056,50,95,114,40
1525,1,169,81,28360,57,91,113,41
1526,1,167,70,25100,56,85,108,36
1527,1,160,75,29297,57,93,106,41
1528,1,168,68,24093,36,76,94,32
1529,1,164,55,20449,27,64,95,32
1530,1,162,62,23624,23,77,99,37
1531,1,165,56,20569,24,67,94,32
1532,1,158,52,20830,33,75,92,34
1533,1,162,54,20576,26,66,96,35
1534,1,160,58,22656,25,70,95,35
1535,1,152,55,23805,48,72,100,36
1536,1,158,55,22032,31,68,88,25
1537,1,170,80,27682,23,81,107,37
1538,1,174,64,21139,39,71,98,36
1539,1,160,58,22656,41,70,91,32
1540,1,165,55,20202,30,68,97,34
1541,1,163,61,22959,27,68,94,30
1542,1,168,54,19133,38,74,95,34
1543,1,168,69,24447,45,78,103,38
1544,1,164,88,32719,34,100,120,37
1545,1,173,68,22720,33,80,102,38
1546,1,165,66,24242,36,74,101,37
1547,1,159,65,25711,49,76,105,35
1548,1,173,61,20382,33,71,99,36
1549,1,168,91,32242,30,105,114,38
1550,1,164,62,23052,25,70,99,35
1551,1,165,56,20569,42,64,96,35
1552,1,155,69,28720,45,93,103,35
1553,1,170,98,33910,34,112,119,40
1554,1,164,71,26398,48,80,104,35
1555,1,158,50,20029,33,68,94,36
1556,1,172,85,28732,40,96,104,34
1557,1,164,62,23052,41,79,99,36
1558,1,162,55,20957,36,70,95,35
1559,1,170,65,22491,41,70,94,28
1560,1,158,70,28040,51,86,106,32
1561,1,155,55,22893,38,72,96,34
1562,1,167,93,33346,41,108,115,43
1563,1,158,70,28040,38,86,94,30
1564,1,169,70,24509,37,73,105,36
1565,1,162,58,22100,52,71,97,36
1566,1,164,84,31231,36,93,109,39
1567,1,160,55,21484,48,78,101,38
1568,1,163,63,23712,51,75,107,35
1569,1,158,73,29242,54,90,104,30
1570,1,167,55,19721,25,67,96,34
1571,1,156,59,24244,52,76,101,32
1572,1,158,73,29242,50,88,112,35
1573,1,168,65,23030,23,78,99,28
1574,1,166,56,20322,36,65,95,31
1575,1,164,58,21565,22,72,101,31
1576,1,164,54,20077,36,68,92,28
1577,1,173,68,22720,24,75,102,32
1578,0,173,75,25059,31,93,101,41
1579,1,164,80,29744,56,100,117,39
1580,1,164,105,39039,51,103,126,36
1581,1,164,85,31603,47,87,115,35
1582,1,178,75,23671,21,81,112,38
1583,1,168,85,30116,40,99,126,44
1584,1,164,55,20449,28,70,96,35
1585,1,165,51,18733,24,62,92,30
1586,1,167,54,19362,21,68,88,28
1587,1,163,69,25970,53,82,104,35
1588,1,164,90,33462,50,104,115,43
1589,1,168,61,21613,44,79,98,34
1590,1,158,56,22432,50,69,88,33
1591,1,161,77,29706,32,92,112,34
1592,1,158,45,18026,36,60,85,32
1593,1,164,61,22680,33,79,100,34
1594,1,172,64,21633,24,78,98,39
1595,1,168,58,20550,26,78,89,32
1596,1,175,66,21551,37,78,102,33
1597,1,174,78,25763,36,80,110,34
1598,0,187,93,26595,23,94,111,42
1599,1,172,72,24337,24,80,106,36
1600,1,170,60,20761,32,70,92,31
1601,1,167,49,17570,24,64,92,32
1602,0,178,72,22724,39,88,102,39
1603,1,160,68,26563,45,81,104,36
1604,1,158,54,21631,41,72,92,31
1605,0,168,67,23739,49,78,101,39
1606,0,188,95,26879,35,102,106,42
1607,1,172,65,21971,33,76,103,31
1608,1,172,61,20619,28,76,93,30
1609,1,168,71,25156,40,87,102,36
1610,1,162,68,25911,24,97,109,39
1611,1,158,100,40058,52,100,118,36
